,artist,title & year,image url,website url,posted
23,Ibã Huni Kuin,"Sem título, 2017",https://masp.org.br/uploads/collection/fWIVDuHfWqftSyYF7GllsMyG3EGSIqjZ.jpg,https://masp.org.br/acervo/obra/sem-titulo-163,0.0
24,Ibã Huni Kuin,"Sem título, 2017",https://masp.org.br/uploads/collection/segjYIo5XBL861eHYM7cbBynFU6DpXgx.jpg,https://masp.org.br/acervo/obra/sem-titulo-165,0.0
25,Ibã Huni Kuin,"Dami (Avenida Paulista 1), 2016",https://masp.org.br/uploads/collection/z9S7JJkksa2UM1VZ3dPHmZV0jVEwUMfs.jpg,https://masp.org.br/acervo/obra/dami-aveninda-paulista-1,0.0
26,Ibã Huni Kuin,"Dami (Avenida Paulista 2), 2016",https://masp.org.br/uploads/collection/aBv0Cq6UejW5P6mZ9UiozpttPTEKzDHV.jpg,https://masp.org.br/acervo/obra/dami-aveninda-paulista-2,0.0
27,Ibã Huni Kuin,"Dami (Avenida Paulista 5), 2016",https://masp.org.br/uploads/collection/vRjdC9z55zGeuLPyBGx9r8mby5dd0kNt.jpg,https://masp.org.br/acervo/obra/dami-aveninda-paulista-5,0.0
28,Ibã Huni Kuin,"Dami (Avenida Paulista 4),",https://masp.org.br/uploads/collection/JqKQGWtzgQhWEON2BGPKo8N89mLLhiMe.jpg,https://masp.org.br/acervo/obra/dami-aveninda-paulista-4,0.0
29,Ibã Huni Kuin,"Sem título , 2020",https://masp.org.br/uploads/collection/MNpSyvs9tjOE8EzVHVNwrQleynssdFxo.jpg,https://masp.org.br/acervo/obra/sem-titulo-183,0.0
30,Ibã Huni Kuin,"Sem título , 2020",https://masp.org.br/uploads/collection/VCj4Xxn9oF6RVUKccFu8bel5lZ19gY7N.jpg,https://masp.org.br/acervo/obra/sem-titulo-184,0.0
31,Beatriz Milhazes,"Avenida Paulista, 2020",https://masp.org.br/uploads/collection/1CVmAHvjB7NvziyMLbjBHFoTtAfuEM2l.jpg,https://masp.org.br/acervo/obra/avenida-paulista-1,0.0
32,Alexandre da Cunha,"Portal (Maison Tropicale), 2020",https://masp.org.br/uploads/collection/xw0L8vR3JFh0jLNpi05rl4szqxFSKysK.jpg,https://masp.org.br/acervo/obra/portal-maison-tropicale,0.0
33,Laura Lima,"Sem titulo, 2020",https://masp.org.br/uploads/collection/SHdSGdVJIbrWEtuXpjFgedYspSbPGZJY.jpg,https://masp.org.br/acervo/obra/sem-titulo-199,0.0
34,Laura Lima,"Sem titulo, 2020",https://masp.org.br/images/exposures/Banner_expos_embreve.jpg,https://masp.org.br/acervo/obra/sem-titulo-200,0.0
35,Laura Lima,"Sem titulo, 2020",https://masp.org.br/uploads/collection/iZliHPxL9vgQB5Zcok2QYJGdhxufUHyq.jpg,https://masp.org.br/acervo/obra/sem-titulo-201,0.0
36,Sônia Gomes,"Vestido 1 , 2020",https://masp.org.br/uploads/collection/qFBFHjyM2igcURmAINvuz9U4VxaFlUrK.jpg,https://masp.org.br/acervo/obra/vestido-1,0.0
37,Sônia Gomes,"Vestido 2, 2020",https://masp.org.br/uploads/collection/nV3N8I9ECWmZ6Ec992c0gJx7sVvqL96b.jpg,https://masp.org.br/acervo/obra/vestido-2,0.0
38,Sônia Gomes,"Vestido 3, 2020",https://masp.org.br/uploads/collection/nUaVcV1erymYEq5pGraNo0arlOFX4KXR.jpg,https://masp.org.br/acervo/obra/vestido-3,0.0
39,Sônia Gomes,"Vestido 4, 2020",https://masp.org.br/uploads/collection/b09sMGN1SqDxHAN8GV3tHhr7kDKSWRVh.jpg,https://masp.org.br/acervo/obra/vestido-4,0.0
40,Laura Vinci,"Vestido de Festa com Aplicações , 2020",https://masp.org.br/uploads/collection/BeJPECDoMcAkQkB32JZpHf8IZpYIySyN.jpg,https://masp.org.br/acervo/obra/vestido-de-festa-com-aplicacoes,0.0
41,Laura Vinci,"Macacão de alfaiataria com máscara , 2020",https://masp.org.br/uploads/collection/yps08CSlpsOAQ9Dmo3HF5TNv9ECbT5S1.jpg,https://masp.org.br/acervo/obra/macacao-de-alfaiataria-com-mascara,0.0
42,Laura Vinci,"Capa dupla face com máscara , 2020",https://masp.org.br/uploads/collection/VDaQIcZ2HB2ZiF6OERKRWaSpHzT1080R.jpg,https://masp.org.br/acervo/obra/capa-dupla-face-com-mascara,0.0
43,Laura Vinci,"Vestido com capuz e máscara , 2020",https://masp.org.br/images/exposures/Banner_expos_embreve.jpg,https://masp.org.br/acervo/obra/vestido-com-capuz-e-mascara,0.0
44,Detanico Lain,"Corpo, 2020",https://masp.org.br/uploads/collection/9QlBHkwkNbOcw6xyAYkliNYtgHbBE3CV.jpg,https://masp.org.br/acervo/obra/corpo,0.0
45,Detanico Lain,"Corpo e Roupa , 2020",https://masp.org.br/uploads/collection/1G5OK5taF1Ghmzj2UOxOngZBckrxPU0e.jpg,https://masp.org.br/acervo/obra/corpo-e-roupa,0.0
46,Detanico Lain,"Obra, 2020",https://masp.org.br/uploads/collection/uIhyQdyPKVhYMLdhQ6phn8uinKvLsr2G.jpg,https://masp.org.br/acervo/obra/obra,0.0
47,Detanico Lain,"Roupa, 2020",https://masp.org.br/uploads/collection/Av3G8SvBHnotCDqetpRStJff3309NIWd.jpg,https://masp.org.br/acervo/obra/roupa,0.0
48,Ayrson Heráclito,"Alaká Osùn, 2020-21",https://masp.org.br/uploads/collection/9NTTNnr8nEDCeIgC6d4gzaPMRHeHQS8E.jpg,https://masp.org.br/acervo/obra/alaka-osun,0.0
49,Ayrson Heráclito,"Barrueco, 2020-21",https://masp.org.br/uploads/collection/yehAqVSesz2BaPGyXXOqhNODMOj4sXaA.jpg,https://masp.org.br/acervo/obra/barrueco,0.0
50,Ayrson Heráclito,"Efun Wáji, 2020-21",https://masp.org.br/uploads/collection/2yJDpjb57zV6Iqb043KkmB9f2DkhZSzr.jpg,https://masp.org.br/acervo/obra/efun-waji,0.0
51,Erika Verzutti,"Saiu no Jornal do Carnaval , 2020",https://masp.org.br/images/exposures/Banner_expos_embreve.jpg,https://masp.org.br/acervo/obra/saiu-no-jornal-do-carnaval,0.0
52,Erika Verzutti,"Mulher Fruta , 2020",https://masp.org.br/uploads/collection/hHZip1NUXEzH18HjKnxeEkVu1ASxLVbx.jpg,https://masp.org.br/acervo/obra/mulher-fruta,0.0
53,Erika Verzutti,"Gravid, 2020",https://masp.org.br/uploads/collection/ZHfqO7LXdE6iE6tP4QZGWzKKvgFhCdqT.jpg,https://masp.org.br/acervo/obra/gravid,0.0
54,Aline Motta,"Filha natural #2 , 2019",https://masp.org.br/uploads/collection/nHgRfxGGRhyvIoVdARLsUhjlLUU5vOZZ.jpg,https://masp.org.br/acervo/obra/filha-natural-2,0.0
55,Aline Motta,"Filha natural #3 , 2019",https://masp.org.br/uploads/collection/v1QnUMeRiaRtn362cYTWvOIFjfcDlgwu.jpg,https://masp.org.br/acervo/obra/filha-natural-3,0.0
56,Aline Motta,"Filha natural , 2018-19",https://masp.org.br/uploads/collection/LTaSazf4MaERQuAfyBgkEFdeqj67mKGQ.jpg,https://masp.org.br/acervo/obra/filha-natural,0.0
57,Tuesday Smillie,"Encontro/Join , 2019",https://masp.org.br/uploads/collection/nuG1X38rCjafv6ewwiqxdXvQjj4DQHAy.jpg,https://masp.org.br/acervo/obra/encontrojoin,0.0
58,Ruth Buchanan," A cena a qual eu me encontro/Ou, onde meu corpo pertence, 2019",https://masp.org.br/uploads/collection/ZztCMiKR0uS1njCeIjxoZ6LuKer7a7Cs.jpg,https://masp.org.br/acervo/obra/a-cena-a-qual-eu-me-encontroou-onde-meu-corpo-pertence,0.0
59,Kaj Osteroth,"Permanecendo com o problema , 2019",https://masp.org.br/uploads/collection/A2lPyM2fcriwDV9Ie3xEuzeMrxJHfwXT.jpg,https://masp.org.br/acervo/obra/permanecendo-com-o-problema,0.0
60,Kaj Osteroth," E.N.I.C (Entrelaçamento não identificado de criaturas) , 2019",https://masp.org.br/uploads/collection/2mfpWjTHzCYqg7p6OHAskmPWsLNUYf9j.jpg,https://masp.org.br/acervo/obra/enic-entrelacamento-nao-identificado-de-criaturas,0.0
61,Giulia Andreani,"Valentine invocando o submundo, 2019",https://masp.org.br/uploads/collection/N6in3HLyL5MCaC6ZaokjTC4AlOR6oYsX.jpg,https://masp.org.br/acervo/obra/valentim-invocando-o-submundo,0.0
62,Yael Bartana,"O patriarcado é história, 2019",https://masp.org.br/uploads/collection/aTVKI4H41RkgHxYPEQqBqzIXBOhYwbXU.jpg,https://masp.org.br/acervo/obra/o-patriarcado-e-historia,0.0
63,Leonor Antunes,"Vazios, intervalos e juntas, 2019",https://masp.org.br/uploads/collection/byPYMcpAGe2svzTRyGsoulEz4i44VP4k.jpg,https://masp.org.br/acervo/obra/vazios-intervalos-e-juntas,0.0
64,Serigrafistas Queer,"Basta de medir nos, 2019",https://masp.org.br/uploads/collection/ffbGQLdE4giuDSAwNgJfP9FYXj4evEAW.jpg,https://masp.org.br/acervo/obra/basta-de-medir-nos,0.0
65,Serigrafistas Queer,"Corre hormona corre, 2019",https://masp.org.br/uploads/collection/kj8QaotbHzoWbp5dmiFPTDDgGlVJprzL.jpg,https://masp.org.br/acervo/obra/corre-hormona-corre,0.0
66,Serigrafistas Queer,"8 de aborto, 2018",https://masp.org.br/uploads/collection/1aL8HJ7NMSc9d1Q7TTssQEc0Cn1OXlJk.jpg,https://masp.org.br/acervo/obra/8-de-aborto,0.0
67,Serigrafistas Queer," ARCHIVO. Nuestro tiempo. Nuestro deseo. Nuestras voces., 2018",https://masp.org.br/uploads/collection/DaZ36PHLEXn8l9DSafc2DMnDcuR4dMSF.jpg,https://masp.org.br/acervo/obra/archivo-nuestro-tiempo-nuestro-deseo-nuestras-voces,0.0
68,Serigrafistas Queer,"Les bi, as bichas, a/os trans, as pretas, os favelados, lxs villerxs, as sapatao contra el golpe, com Marielle, 2018",https://masp.org.br/uploads/collection/v7VHlwLVWfWMPfG6nNNSDWVkXiv5d2wt.jpg,https://masp.org.br/acervo/obra/les-bi-as-bichas-aos-trans-as-pretas-os-favelados-lxs-villerxs-as-sapatao-contra-el-golpe-com-marielle,0.0
69,Serigrafistas Queer," Más allá de la calle, nosotras, 2018",https://masp.org.br/uploads/collection/ui86fJsmEBjCAdt4prG6KaWxXe2cSFBr.jpg,https://masp.org.br/acervo/obra/mas-alla-de-la-calle-nosotras,0.0
70,Serigrafistas Queer,"Ponete pilla, somos muchas, 2018",https://masp.org.br/uploads/collection/duo66t1GgGJCZIDSMx9reMEedokqy3Cb.jpg,https://masp.org.br/acervo/obra/ponete-pilla-somos-muchas,0.0
71,Serigrafistas Queer,"Jakiemos el sistema punitivo, 2018",https://masp.org.br/uploads/collection/SkOJcZ4tyTEvngFpsyErwz3laDYkOSBz.jpg,https://masp.org.br/acervo/obra/jakiemos-el-sistema-punitivo,0.0
72,Serigrafistas Queer,"Eu quero que ajuda as pessoas, 2018",https://masp.org.br/uploads/collection/ICvhLwuZtFOVv4YU5H8CPFZR1pb4zz1z.jpg,https://masp.org.br/acervo/obra/eu-quero-que-ajuda-as-pessoas,0.0
73,Serigrafistas Queer,"Liberdade para as sensibilidades, 2018",https://masp.org.br/uploads/collection/aFDDLhvW2vFMHIBzNPRaFvpbBI60ibrX.jpg,https://masp.org.br/acervo/obra/liberdade-para-as-sensibilidades,0.0
74,Serigrafistas Queer,"Fanchona, sapatão, torta, caminhoneira, lesbiana, 2018",https://masp.org.br/uploads/collection/dYM8KG78q3cavOukIORO8YqHqqzRHWTM.jpg,https://masp.org.br/acervo/obra/fanchona-sapatao-torta-caminhoneira-lesbiana,0.0
75,Serigrafistas Queer," Acorda amor!, 2018",https://masp.org.br/uploads/collection/unKmTtfTe34uoroP5tGK6n6kOz2kmjRx.jpg,https://masp.org.br/acervo/obra/acorda-amor,0.0
76,Serigrafistas Queer,"Jacki EMOS, 2018",https://masp.org.br/uploads/collection/9tvVXA51UMzGIAKFDTvcx3Bm8L5Qy0wo.jpg,https://masp.org.br/acervo/obra/jacki-emos,0.0
77,Serigrafistas Queer,"Fora Temer da minha buceta, 2018",https://masp.org.br/uploads/collection/TS1xonJ51Jm4T55PvcO5yhFgV1IlweXR.jpg,https://masp.org.br/acervo/obra/fora-temer-da-minha-buceta,0.0
78,Serigrafistas Queer,"Corpo Traesnho, 2018",https://masp.org.br/uploads/collection/xp2iKpeoQPRLdoyy362hz4gHZGzdfz63.jpg,https://masp.org.br/acervo/obra/corpo-traesnho,0.0
79,Serigrafistas Queer,"Corpo Traesnho, 2018",https://masp.org.br/uploads/collection/eWx4ZEucQU2S3rMyrfuff7ELuKzqT3BW.jpg,https://masp.org.br/acervo/obra/corpo-traesnho-1,0.0
80,Serigrafistas Queer,"Corpo Traesnho, 2018",https://masp.org.br/uploads/collection/1E9HJNT8LHPpW3r9TwrCb4Uny6bZbDVH.jpg,https://masp.org.br/acervo/obra/corpo-traesnho-2,0.0
81,Serigrafistas Queer,"Vulva de viadu sapatona, 2018",https://masp.org.br/uploads/collection/Mj7frRrrMdRfvM27uEuW9Ixc3uihHz2V.jpg,https://masp.org.br/acervo/obra/vulva-de-viadu-sapatona,0.0
82,Serigrafistas Queer,"Cucetas decoloniais, 2018",https://masp.org.br/images/exposures/Banner_expos_embreve.jpg,https://masp.org.br/acervo/obra/cucetas-decoloniais,0.0
83,Serigrafistas Queer,"Kaos, 2018",https://masp.org.br/uploads/collection/5IPFWtOVhi0bMZGglnVRpPzob9TX8Jca.jpg,https://masp.org.br/acervo/obra/kaos,0.0
84,Serigrafistas Queer,"Al Maestrans com cariño , 2017",https://masp.org.br/uploads/collection/dlLHoA3SPVqLATDS2iAQjbWnZABnWOCd.jpg,https://masp.org.br/acervo/obra/al-maestrans-com-carino,0.0
85,Serigrafistas Queer,"Hay autoras en tu programa? Voces feministas en la Universidad , 2017",https://masp.org.br/uploads/collection/P7IOWYsLaNT37MxBaKOVuV6S3dvwbIQo.jpg,https://masp.org.br/acervo/obra/hay-autoras-en-tu-programa-voces-feministas-en-la-universidad,0.0
86,Serigrafistas Queer,"Paro General, 2017",https://masp.org.br/uploads/collection/iG0ElpKHXckBeSAcdFsEO8uLrIAliMBI.jpg,https://masp.org.br/acervo/obra/paro-general,0.0
87,Serigrafistas Queer,"Soy lo que deseo, juego con lo que quiero, 2017",https://masp.org.br/uploads/collection/qvKW7cJ5ouldq76Vn3c1K03puoWjKUmg.jpg,https://masp.org.br/acervo/obra/soy-lo-que-deseo-juego-con-lo-que-quiero,0.0
88,Serigrafistas Queer,"Support you Sister Not just your CISter, 2017",https://masp.org.br/uploads/collection/c1yJhSwSnIWNEUYo5ZBuHoFr7UCaAoGb.jpg,https://masp.org.br/acervo/obra/support-you-sister-not-just-your-cister,0.0
89,Serigrafistas Queer,"Beso no transmite , 2016",https://masp.org.br/uploads/collection/UKwk77RFDDi9veCoCeyq9cmlQvgvojhY.jpg,https://masp.org.br/acervo/obra/beso-no-transmite,0.0
90,Serigrafistas Queer,"Macri no es puto, es liberal – Hacete cargo, él hetero es sexual , 2016",https://masp.org.br/uploads/collection/dSvtNyc4UC0SVjKCU509mn1MJTq5Ihbh.jpg,https://masp.org.br/acervo/obra/macri-no-es-puto-es-liberal-hacete-cargo-el-hetero-es-sexual,0.0
91,Serigrafistas Queer,"Macri no es puto, es liberal – Hacete cargo, él hetero es sexual , 2016",https://masp.org.br/uploads/collection/ByUki4SSBjhfwugmPyz9SoEK5C3ixHcI.jpg,https://masp.org.br/acervo/obra/macri-no-es-puto-es-liberal-hacete-cargo-el-hetero-es-sexual-1,0.0
92,Serigrafistas Queer," La cancha somos nosotras , 2016",https://masp.org.br/uploads/collection/jYhEdHbrICPhKR8jsdKRqA4ZktM69Kw3.jpg,https://masp.org.br/acervo/obra/la-cancha-somos-nosotras,0.0
93,Serigrafistas Queer,"Mi cuerpo mi decisión — Puta feminista, 2016",https://masp.org.br/uploads/collection/Iqq9cXdKO4Y0bnxFJnKk4zNg38KUFnUP.jpg,https://masp.org.br/acervo/obra/mi-cuerpo-mi-decision-puta-feminista,0.0
94,Serigrafistas Queer,"Fuera ceos yuta de nuestros territórios, 2016",https://masp.org.br/uploads/collection/Qnoc28mTOv9hAAObSoy4EjfDHNxlyUwr.jpg,https://masp.org.br/acervo/obra/fuera-ceos-yuta-de-nuestros-territorios,0.0
95,Serigrafistas Queer,"Cuerpos desobedientes — Producción parada, 2016",https://masp.org.br/uploads/collection/wqZYbUBmCk4ip1i429uWMq6SgRnNGu03.jpg,https://masp.org.br/acervo/obra/cuerpos-desobedientes-produccion-parada,0.0
96,Serigrafistas Queer,"Aborto legal es vida – En la vida hay que elegir. Aborto legal, seguro y gratuito , 2015",https://masp.org.br/uploads/collection/gwl1HfNHRu0Nq9HBGeaLXHEHfAXO8Urz.jpg,https://masp.org.br/acervo/obra/aborto-legal-es-vida-en-la-vida-hay-que-elegir-aborto-legal-seguro-y-gratuito,0.0
97,Serigrafistas Queer,"Sem título (Foto de Diana Sacayán, Fúria travesti) , 2015",https://masp.org.br/uploads/collection/zFfw4lX4ATtMo1uBXOFJok3WwAjO9Ap1.jpg,https://masp.org.br/acervo/obra/sem-titulo-foto-de-diana-sacayan-furia-travesti,0.0
98,Serigrafistas Queer,"Corpos desobedientes, 2015",https://masp.org.br/uploads/collection/cMqAHI7jc05xY9Wm3fjkdwG4OCqyHU1T.jpg,https://masp.org.br/acervo/obra/corpos-desobedientes,0.0
99,Serigrafistas Queer,"Poder a las vaginas trans masculinas, 2014",https://masp.org.br/uploads/collection/p7aq7hiEvlRgvYVL0D7sQLUGAIEGPxeu.jpg,https://masp.org.br/acervo/obra/poder-a-las-vaginas-trans-masculinas,0.0
100,Serigrafistas Queer,"Lucha libre contra el racismo — La bolita berlinesa, 2014",https://masp.org.br/uploads/collection/OOUZPBZNqYb9DTGAwHeT1pcl1YA5BVyz.jpg,https://masp.org.br/acervo/obra/lucha-libre-contra-el-racismo-la-bolita-berlinesa,0.0
101,Serigrafistas Queer,"Sem título (Alfabeto ao contrário), 2014",https://masp.org.br/uploads/collection/5XpP8OggzxMqWiTnDtKCmEkVaFjZS1wF.jpg,https://masp.org.br/acervo/obra/sem-titulo-alfabeto-ao-contrario,0.0
102,Serigrafistas Queer,"Mi mamá ya lo sabe , 2013",https://masp.org.br/uploads/collection/PFY4KINkySVGST6SdNEvnxzeTPgo9oK8.jpg,https://masp.org.br/acervo/obra/mi-mama-ya-lo-sabe,0.0
103,Serigrafistas Queer,"Zarpado Wachin — amor a los pibes, amor al barrio, amor à la poesia, 2012",https://masp.org.br/uploads/collection/0ViTyNhyTmz8y5ZdOg6YwJKyCu0laiEs.jpg,https://masp.org.br/acervo/obra/zarpado-wachin-amor-a-los-pibes-amor-al-barrio-amor-a-la-poesia,0.0
104,Serigrafistas Queer,"Sos relinda — Ley 26.485, 2012",https://masp.org.br/uploads/collection/cWF4V4vqpfds57YFraR01ar4Phnjju91.jpg,https://masp.org.br/acervo/obra/sos-relinda-ley-26485,0.0
105,Serigrafistas Queer,"Sos relinda — Ley 26.485, 2012",https://masp.org.br/uploads/collection/KH8A3zgKJft8CvuvFrqsRcDBn2SvKTC8.jpg,https://masp.org.br/acervo/obra/sos-relinda-ley-26485-1,0.0
106,Serigrafistas Queer,"Sexo cuando deseo, embarazo cuando decido , 2012",https://masp.org.br/uploads/collection/1geQViLf1fYvIzrLoQjqdxoefWSfk4z1.jpg,https://masp.org.br/acervo/obra/sexo-cuando-deseo-embarazo-cuando-decido,0.0
107,Serigrafistas Queer,"Identidad em construcci... , 2012",https://masp.org.br/uploads/collection/8Hw89Xqd8BVuREdq7VhgrLViOwU2Dr0s.jpg,https://masp.org.br/acervo/obra/identidad-em-construcci,0.0
108,Serigrafistas Queer,"Esta panza es re gay , 2012",https://masp.org.br/uploads/collection/Qtz4sxi0R3nYortk9qBafOytBTG52xqG.jpg,https://masp.org.br/acervo/obra/esta-panza-es-re-gay,0.0
109,Serigrafistas Queer,"Pan & Torta , 2012",https://masp.org.br/uploads/collection/pS9vFs74zjDU1rhmsOHK50s3TdQS7QB2.jpg,https://masp.org.br/acervo/obra/pan-torta,0.0
110,Serigrafistas Queer,"Dibujo de Rueda de lo que quieras ser , 2012",https://masp.org.br/uploads/collection/5RRA6NRf1eZMk4bAb7Sf3oiI17iuAm6Q.jpg,https://masp.org.br/acervo/obra/dibujo-de-rueda-de-lo-que-quieras-ser,0.0
111,Serigrafistas Queer,"Ni varón, ni mujer, ni XXY, ni H2O , 2012",https://masp.org.br/uploads/collection/oGIwC6znGp0CRJlUv2Llo8Rx9zqAGb9m.jpg,https://masp.org.br/acervo/obra/ni-varon-ni-mujer-ni-xxy-ni-h2o,0.0
112,Serigrafistas Queer,"Lady entidade género, 2012",https://masp.org.br/uploads/collection/cHzp0O6WnvG9v6D6YbhxUpf7Vg665hS1.jpg,https://masp.org.br/acervo/obra/lady-entidade-genero,0.0
113,Serigrafistas Queer,"El machismo mata! , 2010",https://masp.org.br/uploads/collection/0hgWGUc7ghu7RdcCSxcDbXYGW8EvLx0T.jpg,https://masp.org.br/acervo/obra/el-machismo-mata,0.0
114,Serigrafistas Queer,"Sin demora – Ley de Identidad ahora , 2010",https://masp.org.br/uploads/collection/p3lpD6IUBkXMlCIRUTTzwNf1u5KmbNv0.jpg,https://masp.org.br/acervo/obra/sin-demora-ley-de-identidad-ahora,0.0
115,Serigrafistas Queer,"Somos malas, podemos ser , 2010",https://masp.org.br/uploads/collection/yD2dTmXQylQ0RgXYtJ8lMuyC8HJK2a1f.jpg,https://masp.org.br/acervo/obra/somos-malas-podemos-ser,0.0
116,Serigrafistas Queer,"Amo a mi mamá travesti , 2010",https://masp.org.br/uploads/collection/shSJSmnCiZg4ptg3QNvsgDsGxNJ7rvfo.jpg,https://masp.org.br/acervo/obra/amo-a-mi-mama-travesti,0.0
117,Serigrafistas Queer,"Lucha ama a victoria , 2010",https://masp.org.br/uploads/collection/6xt01mDwkTgJyP6xG2u0kmiV0APfauLl.jpg,https://masp.org.br/acervo/obra/lucha-ama-a-victoria,0.0
118,Serigrafistas Queer,"Aborto legal es vida, 2010",https://masp.org.br/uploads/collection/48MpQsPTpaxN3sI75RMSjt7kC7jhlQUl.jpg,https://masp.org.br/acervo/obra/aborto-legal-es-vida,0.0
119,Serigrafistas Queer,"Estoy gay , 2010",https://masp.org.br/uploads/collection/DOB8WJQCsNLRsVOBsD23KwPZ2etLBH0p.jpg,https://masp.org.br/acervo/obra/estoy-gay,0.0
120,Serigrafistas Queer,"Todo sí, 2008",https://masp.org.br/uploads/collection/hHt8CZOvqhH0uKkUWbBwIXCWXKNn7BT0.jpg,https://masp.org.br/acervo/obra/todo-si,0.0
